"","continent","biome","repTree","name","id","institution","countryExpertise","reasonImportance","reason","crop","b_or_f","policyPriority","policy"
"2440","North/Central America (includes Caribbean)","Temperate Broadleaf & Mixed Forests","Quercus macrocarpa","Alain Cogliastro",22,"IRBV - Institut de Recherche en Biologie V<e9>g<e9>tale","southern Qu<e9>bec; Canada","Sixth","aesthetics","corn","field","Fourth","develop shade-grown variatals"
"2441","North/Central America (includes Caribbean)","Temperate Broadleaf & Mixed Forests","Quercus macrocarpa","Alain Cogliastro",22,"IRBV - Institut de Recherche en Biologie V<e9>g<e9>tale","southern Qu<e9>bec; Canada","Sixth","aesthetics","corn","field","Fifth","research"
"2442","North/Central America (includes Caribbean)","Temperate Broadleaf & Mixed Forests","Quercus macrocarpa","Alain Cogliastro",22,"IRBV - Institut de Recherche en Biologie V<e9>g<e9>tale","southern Qu<e9>bec; Canada","Sixth","aesthetics","corn","field","Last","provision inputs"
"2443","Europe","Temperate Broadleaf & Mixed Forests","Hybrid poplars","Pierluigi Paris",23,"National Research Council (CNR)- Research Institute on Terrestrial Ecosystems","Italy","Sixth","provides habitat","corn","field","Top","develop/reform policy"
"2444","Europe","Temperate Broadleaf & Mixed Forests","Hybrid poplars","Pierluigi Paris",23,"National Research Council (CNR)- Research Institute on Terrestrial Ecosystems","Italy","Sixth","provides habitat","corn","field","Second","expand ag extension services"
"2445","Europe","Temperate Broadleaf & Mixed Forests","Hybrid poplars","Pierluigi Paris",23,"National Research Council (CNR)- Research Institute on Terrestrial Ecosystems","Italy","Sixth","provides habitat","corn","field","Third","expand carbon crediting/verification"
"2446","Europe","Temperate Broadleaf & Mixed Forests","Hybrid poplars","Pierluigi Paris",23,"National Research Council (CNR)- Research Institute on Terrestrial Ecosystems","Italy","Sixth","provides habitat","corn","field","Fourth","research"
"2447","Europe","Temperate Broadleaf & Mixed Forests","Hybrid poplars","Pierluigi Paris",23,"National Research Council (CNR)- Research Institute on Terrestrial Ecosystems","Italy","Sixth","provides habitat","corn","field","Fifth","develop shade-grown variatals"
"2448","Europe","Temperate Broadleaf & Mixed Forests","Hybrid poplars","Pierluigi Paris",23,"National Research Council (CNR)- Research Institute on Terrestrial Ecosystems","Italy","Sixth","provides habitat","corn","field","Last","provision inputs"
"2449","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Acacia tortilis","Joy Tukahirwa",26,"Uganda Landcare Network","Uganda","Sixth","farmers compensated","corn","field","Top","develop/reform policy"
"2450","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Acacia tortilis","Joy Tukahirwa",26,"Uganda Landcare Network","Uganda","Sixth","farmers compensated","corn","field","Second","expand carbon crediting/verification"
"2451","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Acacia tortilis","Joy Tukahirwa",26,"Uganda Landcare Network","Uganda","Sixth","farmers compensated","corn","field","Third","research"
"2452","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Acacia tortilis","Joy Tukahirwa",26,"Uganda Landcare Network","Uganda","Sixth","farmers compensated","corn","field","Fourth","expand ag extension services"
"2453","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Acacia tortilis","Joy Tukahirwa",26,"Uganda Landcare Network","Uganda","Sixth","farmers compensated","corn","field","Fifth","develop shade-grown variatals"
"2454","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Acacia tortilis","Joy Tukahirwa",26,"Uganda Landcare Network","Uganda","Sixth","farmers compensated","corn","field","Last","provision inputs"
"2455","Africa","Tropical & Subtropical Moist Broadleaf Forests","Cordia africana ","Agena Tanga ",27,"Ethiopian Environment and Forest Research Institute (EEFRI) ","Ethiopia; tropics ","Sixth","provides habitat","corn","field","Top","provision inputs"
"2456","Africa","Tropical & Subtropical Moist Broadleaf Forests","Cordia africana ","Agena Tanga ",27,"Ethiopian Environment and Forest Research Institute (EEFRI) ","Ethiopia; tropics ","Sixth","provides habitat","corn","field","Second","expand ag extension services"
"2457","Africa","Tropical & Subtropical Moist Broadleaf Forests","Cordia africana ","Agena Tanga ",27,"Ethiopian Environment and Forest Research Institute (EEFRI) ","Ethiopia; tropics ","Sixth","provides habitat","corn","field","Third","research"
"2458","Africa","Tropical & Subtropical Moist Broadleaf Forests","Cordia africana ","Agena Tanga ",27,"Ethiopian Environment and Forest Research Institute (EEFRI) ","Ethiopia; tropics ","Sixth","provides habitat","corn","field","Fourth","develop/reform policy"
"2459","Africa","Tropical & Subtropical Moist Broadleaf Forests","Cordia africana ","Agena Tanga ",27,"Ethiopian Environment and Forest Research Institute (EEFRI) ","Ethiopia; tropics ","Sixth","provides habitat","corn","field","Fifth","expand carbon crediting/verification"
"2460","Africa","Tropical & Subtropical Moist Broadleaf Forests","Cordia africana ","Agena Tanga ",27,"Ethiopian Environment and Forest Research Institute (EEFRI) ","Ethiopia; tropics ","Sixth","provides habitat","corn","field","Last","develop shade-grown variatals"
"2461","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Parkia biglobosa","Ibrahim Abdullahi; PhD",28,"University of Abuja","Nigeria; United Kingdom","Sixth","farmers compensated","corn","field","Top","expand carbon crediting/verification"
"2462","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Parkia biglobosa","Ibrahim Abdullahi; PhD",28,"University of Abuja","Nigeria; United Kingdom","Sixth","farmers compensated","corn","field","Second","research"
"2463","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Parkia biglobosa","Ibrahim Abdullahi; PhD",28,"University of Abuja","Nigeria; United Kingdom","Sixth","farmers compensated","corn","field","Third","develop/reform policy"
"2464","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Parkia biglobosa","Ibrahim Abdullahi; PhD",28,"University of Abuja","Nigeria; United Kingdom","Sixth","farmers compensated","corn","field","Fourth","provision inputs"
"2465","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Parkia biglobosa","Ibrahim Abdullahi; PhD",28,"University of Abuja","Nigeria; United Kingdom","Sixth","farmers compensated","corn","field","Fifth","expand ag extension services"
"2466","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Parkia biglobosa","Ibrahim Abdullahi; PhD",28,"University of Abuja","Nigeria; United Kingdom","Sixth","farmers compensated","corn","field","Last","develop shade-grown variatals"
"2467","Africa","Tropical & Subtropical Dry Broadleaf Forests","Maesopsis eminii","Peter O. Alele",29,"Conservation International","Uganda; Kenya; Rwanda; Tanzania","Sixth","farmers compensated","corn","field","Top","research"
"2468","Africa","Tropical & Subtropical Dry Broadleaf Forests","Maesopsis eminii","Peter O. Alele",29,"Conservation International","Uganda; Kenya; Rwanda; Tanzania","Sixth","farmers compensated","corn","field","Second","develop shade-grown variatals"
"2469","Africa","Tropical & Subtropical Dry Broadleaf Forests","Maesopsis eminii","Peter O. Alele",29,"Conservation International","Uganda; Kenya; Rwanda; Tanzania","Sixth","farmers compensated","corn","field","Third","expand ag extension services"
"2470","Africa","Tropical & Subtropical Dry Broadleaf Forests","Maesopsis eminii","Peter O. Alele",29,"Conservation International","Uganda; Kenya; Rwanda; Tanzania","Sixth","farmers compensated","corn","field","Fourth","expand carbon crediting/verification"
"2471","Africa","Tropical & Subtropical Dry Broadleaf Forests","Maesopsis eminii","Peter O. Alele",29,"Conservation International","Uganda; Kenya; Rwanda; Tanzania","Sixth","farmers compensated","corn","field","Fifth","develop/reform policy"
"2472","Africa","Tropical & Subtropical Dry Broadleaf Forests","Maesopsis eminii","Peter O. Alele",29,"Conservation International","Uganda; Kenya; Rwanda; Tanzania","Sixth","farmers compensated","corn","field","Last","provision inputs"
"2473","Africa","Flooded Grasslands & Savannas","Leucaena leucocephala","ZUBAIRU YAKUBU GADA",31,"USMANU DANFODIYO UNIVERSITY SOKOTO; NIGERIA","NIGERIA","Sixth","farmers compensated","corn","field","Top","research"
"2474","Africa","Flooded Grasslands & Savannas","Leucaena leucocephala","ZUBAIRU YAKUBU GADA",31,"USMANU DANFODIYO UNIVERSITY SOKOTO; NIGERIA","NIGERIA","Sixth","farmers compensated","corn","field","Second","expand ag extension services"
"2475","Africa","Flooded Grasslands & Savannas","Leucaena leucocephala","ZUBAIRU YAKUBU GADA",31,"USMANU DANFODIYO UNIVERSITY SOKOTO; NIGERIA","NIGERIA","Sixth","farmers compensated","corn","field","Third","expand carbon crediting/verification"
"2476","Africa","Flooded Grasslands & Savannas","Leucaena leucocephala","ZUBAIRU YAKUBU GADA",31,"USMANU DANFODIYO UNIVERSITY SOKOTO; NIGERIA","NIGERIA","Sixth","farmers compensated","corn","field","Fourth","develop/reform policy"
"2477","Africa","Flooded Grasslands & Savannas","Leucaena leucocephala","ZUBAIRU YAKUBU GADA",31,"USMANU DANFODIYO UNIVERSITY SOKOTO; NIGERIA","NIGERIA","Sixth","farmers compensated","corn","field","Fifth","provision inputs"
"2478","Africa","Flooded Grasslands & Savannas","Leucaena leucocephala","ZUBAIRU YAKUBU GADA",31,"USMANU DANFODIYO UNIVERSITY SOKOTO; NIGERIA","NIGERIA","Sixth","farmers compensated","corn","field","Not Meaningful","develop shade-grown variatals"
"2479","Africa","Tropical & Subtropical Dry Broadleaf Forests","Faidherbia albida","Dennis Garrity",4,"ICRAF and the Global EverGreening Alliance","Many countries in Africa and Asia.","Seventh","other cultural/historical reason","corn","field","Top","research"
"2480","Africa","Tropical & Subtropical Dry Broadleaf Forests","Faidherbia albida","Dennis Garrity",4,"ICRAF and the Global EverGreening Alliance","Many countries in Africa and Asia.","Seventh","other cultural/historical reason","corn","field","Second","develop shade-grown variatals"
"2481","Africa","Tropical & Subtropical Dry Broadleaf Forests","Faidherbia albida","Dennis Garrity",4,"ICRAF and the Global EverGreening Alliance","Many countries in Africa and Asia.","Seventh","other cultural/historical reason","corn","field","Third","develop/reform policy"
"2482","Africa","Tropical & Subtropical Dry Broadleaf Forests","Faidherbia albida","Dennis Garrity",4,"ICRAF and the Global EverGreening Alliance","Many countries in Africa and Asia.","Seventh","other cultural/historical reason","corn","field","Fourth","provision inputs"
"2483","Africa","Tropical & Subtropical Dry Broadleaf Forests","Faidherbia albida","Dennis Garrity",4,"ICRAF and the Global EverGreening Alliance","Many countries in Africa and Asia.","Seventh","other cultural/historical reason","corn","field","Fifth","expand ag extension services"
"2484","Africa","Tropical & Subtropical Dry Broadleaf Forests","Faidherbia albida","Dennis Garrity",4,"ICRAF and the Global EverGreening Alliance","Many countries in Africa and Asia.","Seventh","other cultural/historical reason","corn","field","Last","expand carbon crediting/verification"
"2485","Asia (includes Middle East)","Temperate Broadleaf & Mixed Forests","Populus deltoides","Amit Kumar",14,"Forest Research Institute Dehradun ","India ","Seventh","trees already present","corn","field","Top","research"
"2486","Asia (includes Middle East)","Temperate Broadleaf & Mixed Forests","Populus deltoides","Amit Kumar",14,"Forest Research Institute Dehradun ","India ","Seventh","trees already present","corn","field","Second","develop shade-grown variatals"
"2487","Asia (includes Middle East)","Temperate Broadleaf & Mixed Forests","Populus deltoides","Amit Kumar",14,"Forest Research Institute Dehradun ","India ","Seventh","trees already present","corn","field","Third","expand ag extension services"
"2488","Asia (includes Middle East)","Temperate Broadleaf & Mixed Forests","Populus deltoides","Amit Kumar",14,"Forest Research Institute Dehradun ","India ","Seventh","trees already present","corn","field","Fourth","develop/reform policy"
"2489","Asia (includes Middle East)","Temperate Broadleaf & Mixed Forests","Populus deltoides","Amit Kumar",14,"Forest Research Institute Dehradun ","India ","Seventh","trees already present","corn","field","Fifth","expand carbon crediting/verification"
"2490","Asia (includes Middle East)","Temperate Broadleaf & Mixed Forests","Populus deltoides","Amit Kumar",14,"Forest Research Institute Dehradun ","India ","Seventh","trees already present","corn","field","Not Meaningful","provision inputs"
"2491","Africa","Tropical & Subtropical Moist Broadleaf Forests","Markhamia lutea ","AthanaseMukuralinda ",15,"CIFOR-ICRAF","Rwanda ","Seventh","improves microclimate","corn","field","Top","expand carbon crediting/verification"
"2492","Africa","Tropical & Subtropical Moist Broadleaf Forests","Markhamia lutea ","AthanaseMukuralinda ",15,"CIFOR-ICRAF","Rwanda ","Seventh","improves microclimate","corn","field","Second","expand ag extension services"
"2493","Africa","Tropical & Subtropical Moist Broadleaf Forests","Markhamia lutea ","AthanaseMukuralinda ",15,"CIFOR-ICRAF","Rwanda ","Seventh","improves microclimate","corn","field","Third","provision inputs"
"2494","Africa","Tropical & Subtropical Moist Broadleaf Forests","Markhamia lutea ","AthanaseMukuralinda ",15,"CIFOR-ICRAF","Rwanda ","Seventh","improves microclimate","corn","field","Fourth","develop/reform policy"
"2495","Africa","Tropical & Subtropical Moist Broadleaf Forests","Markhamia lutea ","AthanaseMukuralinda ",15,"CIFOR-ICRAF","Rwanda ","Seventh","improves microclimate","corn","field","Fifth","develop shade-grown variatals"
"2496","Africa","Tropical & Subtropical Moist Broadleaf Forests","Markhamia lutea ","AthanaseMukuralinda ",15,"CIFOR-ICRAF","Rwanda ","Seventh","improves microclimate","corn","field","Last","research"
"2497","North/Central America (includes Caribbean)","Temperate Broadleaf & Mixed Forests","Quercus macrocarpa","Alain Cogliastro",22,"IRBV - Institut de Recherche en Biologie V<e9>g<e9>tale","southern Qu<e9>bec; Canada","Seventh","farmers compensated","corn","field","Top","develop/reform policy"
"2498","North/Central America (includes Caribbean)","Temperate Broadleaf & Mixed Forests","Quercus macrocarpa","Alain Cogliastro",22,"IRBV - Institut de Recherche en Biologie V<e9>g<e9>tale","southern Qu<e9>bec; Canada","Seventh","farmers compensated","corn","field","Second","expand carbon crediting/verification"
"2499","North/Central America (includes Caribbean)","Temperate Broadleaf & Mixed Forests","Quercus macrocarpa","Alain Cogliastro",22,"IRBV - Institut de Recherche en Biologie V<e9>g<e9>tale","southern Qu<e9>bec; Canada","Seventh","farmers compensated","corn","field","Third","expand ag extension services"
